id,speakers,summary,tokens,tags
1787,UAV,UGV-1 : von außen keine Gefahrensymbole von der Vorderseite. UGV-1 : ich werde jetzt noch die rechte Seite erkunden.,negativ,0
1788,TL,UGV-1 : von außen keine Gefahrensymbole von der Vorderseite. UGV-1 : ich werde jetzt noch die rechte Seite erkunden.,melden wenn Einsatzbereitschaft gegeben,1
1789,UAV,UGV-1 : ich werde jetzt noch die rechte Seite erkunden. TL : melden wenn Einsatzbereitschaft gegeben.,verstanden,2
1790,UGV-1,TL : melden wenn Einsatzbereitschaft gegeben.,Teamleader von UGV 1,4
1791,TL,TL : melden wenn Einsatzbereitschaft gegeben.,Teamleader hört,5
1792,UGV-1,TL : melden wenn Einsatzbereitschaft gegeben.,ja Frage: kommen meine Fotos an?,3
1793,TL,TL : melden wenn Einsatzbereitschaft gegeben.,warten,6
1794,UGV-1,TL : melden wenn Einsatzbereitschaft gegeben.,müsste ein blauer Kanister sein,2
1795,UGV-1,TL : melden wenn Einsatzbereitschaft gegeben.,ich habe weiterhin eine grüne Tonne mit einer drauf befindlichen Flasche gefunden,2
1796,UGV-2,TL : melden wenn Einsatzbereitschaft gegeben. UGV-1 : ich habe weiterhin eine grüne Tonne mit einer drauf befindlichen Flasche gefunden.,auf dem Weg zu der Tonne mit der Flasche obendrauf da befinde ich mich gerade,2
1797,UGV-1,TL : melden wenn Einsatzbereitschaft gegeben. UGV-1 : ich habe weiterhin eine grüne Tonne mit einer drauf befindlichen Flasche gefunden. UGV-2 : auf dem Weg zu der Tonne mit der Flasche obendrauf da befinde ich mich gerade.,ja okay dann müsste ich dich ja sehen,2
1798,UGV-1,TL : melden wenn Einsatzbereitschaft gegeben. UGV-1 : ich habe weiterhin eine grüne Tonne mit einer drauf befindlichen Flasche gefunden. UGV-1 : ja okay dann müsste ich dich ja sehen.,der steht ja vor die Nebelmaschine?,3
1799,UGV-2,UGV-1 : ich habe weiterhin eine grüne Tonne mit einer drauf befindlichen Flasche gefunden. UGV-2 : auf dem Weg zu der Tonne mit der Flasche obendrauf da befinde ich mich gerade. UGV-1 : ja okay dann müsste ich dich ja sehen.,ne ich bin vor diesem Hochofen der mehrere Bullaugen hat,2
1800,UGV-2,UGV-1 : ich habe weiterhin eine grüne Tonne mit einer drauf befindlichen Flasche gefunden. UGV-2 : auf dem Weg zu der Tonne mit der Flasche obendrauf da befinde ich mich gerade. UGV-1 : der steht ja vor die Nebelmaschine?,sag ich mal ne,0
1801,UGV-2,UGV-1 : ich habe weiterhin eine grüne Tonne mit einer drauf befindlichen Flasche gefunden. UGV-2 : auf dem Weg zu der Tonne mit der Flasche obendrauf da befinde ich mich gerade. UGV-1 : der steht ja vor die Nebelmaschine?,und da bin ich auf einer Seite vom Geländer,2
1802,UGV-2,UGV-1 : ich habe weiterhin eine grüne Tonne mit einer drauf befindlichen Flasche gefunden. UGV-2 : auf dem Weg zu der Tonne mit der Flasche obendrauf da befinde ich mich gerade. UGV-1 : der steht ja vor die Nebelmaschine?,ich umfahre jetzt diese Bullaugen und müsste dann direkt vor dem Fass stehen,2
1803,UGV-1,UGV-1 : ich habe weiterhin eine grüne Tonne mit einer drauf befindlichen Flasche gefunden. UGV-2 : auf dem Weg zu der Tonne mit der Flasche obendrauf da befinde ich mich gerade. UGV-2 : ne ich bin vor diesem Hochofen der mehrere Bullaugen hat.,ja das ist negativ,0
1804,UGV-1,UGV-1 : ich habe weiterhin eine grüne Tonne mit einer drauf befindlichen Flasche gefunden. UGV-2 : auf dem Weg zu der Tonne mit der Flasche obendrauf da befinde ich mich gerade. UGV-2 : ne ich bin vor diesem Hochofen der mehrere Bullaugen hat.,ich stehe vor dem Fass,2
1805,UGV-1,UGV-1 : ich habe weiterhin eine grüne Tonne mit einer drauf befindlichen Flasche gefunden. UGV-2 : auf dem Weg zu der Tonne mit der Flasche obendrauf da befinde ich mich gerade. UGV-2 : ne ich bin vor diesem Hochofen der mehrere Bullaugen hat.,so kannst du auf deiner Seite bleiben,2
1806,UGV-2,UGV-2 : auf dem Weg zu der Tonne mit der Flasche obendrauf da befinde ich mich gerade. UGV-2 : ne ich bin vor diesem Hochofen der mehrere Bullaugen hat. UGV-1 : so kannst du auf deiner Seite bleiben.,na ja gut dann mach du ein Foto von dem Fass,7
1807,UGV-2,UGV-1 : ja okay dann müsste ich dich ja sehen. UGV-2 : ne ich bin vor diesem Hochofen der mehrere Bullaugen hat. UGV-2 : und da bin ich auf einer Seite vom Geländer.,und ich drehe um und erkunde die andere Seite,2
1808,TL,UGV-1 : der steht ja vor die Nebelmaschine? UGV-2 : ne ich bin vor diesem Hochofen der mehrere Bullaugen hat. UGV-2 : und da bin ich auf einer Seite vom Geländer.,UGV 1 von Teamleader kommen,4
1809,UGV-1,UGV-2 : ne ich bin vor diesem Hochofen der mehrere Bullaugen hat. UGV-1 : so kannst du auf deiner Seite bleiben. UGV-2 : und ich drehe um und erkunde die andere Seite.,kommen Sie,5
1810,TL,UGV-2 : und da bin ich auf einer Seite vom Geländer. UGV-1 : so kannst du auf deiner Seite bleiben. UGV-2 : und ich drehe um und erkunde die andere Seite.,Frage: hast du ein Foto von dem grünen Fass gemacht?,3
1811,UGV-1,UGV-2 : und da bin ich auf einer Seite vom Geländer. UGV-2 : na ja gut dann mach du ein Foto von dem Fass. UGV-2 : und ich drehe um und erkunde die andere Seite.,ja ist korrekt,7
1812,UGV-1,UGV-2 : ich umfahre jetzt diese Bullaugen und müsste dann direkt vor dem Fass stehen. UGV-1 : so kannst du auf deiner Seite bleiben. UGV-2 : na ja gut dann mach du ein Foto von dem Fass.,grüne Fass mit Flasche drauf,2
1813,UGV-1,UGV-1 : so kannst du auf deiner Seite bleiben. UGV-2 : na ja gut dann mach du ein Foto von dem Fass. UGV-2 : und ich drehe um und erkunde die andere Seite.,werde aber jetzt auch mal die rückwärtige Seite des Fasses erkunden,2
1814,TL,UGV-1 : so kannst du auf deiner Seite bleiben. UGV-2 : na ja gut dann mach du ein Foto von dem Fass. UGV-2 : und ich drehe um und erkunde die andere Seite.,UGV 1 damit warten,1
1815,UGV-1,UGV-1 : so kannst du auf deiner Seite bleiben. UGV-2 : na ja gut dann mach du ein Foto von dem Fass. UGV-2 : und ich drehe um und erkunde die andere Seite.,also ich stehe jetzt genau vor dem Fass,2
1816,UGV-1,UGV-2 : na ja gut dann mach du ein Foto von dem Fass. UGV-2 : und ich drehe um und erkunde die andere Seite. TL : Frage: hast du ein Foto von dem grünen Fass gemacht?,ich werde nochmal ein Foto machen und dir schicken,2
1817,UGV-2,UGV-2 : und ich drehe um und erkunde die andere Seite. UGV-1 : werde aber jetzt auch mal die rückwärtige Seite des Fasses erkunden. UGV-1 : also ich stehe jetzt genau vor dem Fass.,können wir weiterfahren oder warten wir noch?,3
1818,TL,TL : Frage: hast du ein Foto von dem grünen Fass gemacht? UGV-1 : werde aber jetzt auch mal die rückwärtige Seite des Fasses erkunden. UGV-1 : also ich stehe jetzt genau vor dem Fass.,ja können weiter fahren,2
1819,TL,TL : Frage: hast du ein Foto von dem grünen Fass gemacht? UGV-1 : werde aber jetzt auch mal die rückwärtige Seite des Fasses erkunden. UGV-1 : also ich stehe jetzt genau vor dem Fass.,UGV 1 aber warten,1
1820,UGV-1,TL : Frage: hast du ein Foto von dem grünen Fass gemacht? UGV-1 : werde aber jetzt auch mal die rückwärtige Seite des Fasses erkunden. UGV-1 : also ich stehe jetzt genau vor dem Fass.,ja das verstanden,7
1821,UGV-1,UGV-1 : werde aber jetzt auch mal die rückwärtige Seite des Fasses erkunden. UGV-1 : also ich stehe jetzt genau vor dem Fass. UGV-2 : können wir weiterfahren oder warten wir noch?,weitere Foto von grünen Fass mit grüner Flasche drauf wurde dir entsandt,2
1822,UGV-2,UGV-1 : werde aber jetzt auch mal die rückwärtige Seite des Fasses erkunden. UGV-1 : also ich stehe jetzt genau vor dem Fass. UGV-1 : weitere Foto von grünen Fass mit grüner Flasche drauf wurde dir entsandt.,ja UGV 2 ich dreh dann um und erkunde die andere Gebäudeseite,2
1823,TL,UGV-1 : werde aber jetzt auch mal die rückwärtige Seite des Fasses erkunden. UGV-1 : weitere Foto von grünen Fass mit grüner Flasche drauf wurde dir entsandt. UGV-2 : ja UGV 2 ich dreh dann um und erkunde die andere Gebäudeseite.,Teamleiter verstanden,2
1824,TL,UGV-1 : also ich stehe jetzt genau vor dem Fass. UGV-1 : weitere Foto von grünen Fass mit grüner Flasche drauf wurde dir entsandt. UGV-2 : ja UGV 2 ich dreh dann um und erkunde die andere Gebäudeseite.,UGV 1 von Teamleader,4
1825,UGV-1,UGV-1 : also ich stehe jetzt genau vor dem Fass. UGV-1 : weitere Foto von grünen Fass mit grüner Flasche drauf wurde dir entsandt. UGV-2 : ja UGV 2 ich dreh dann um und erkunde die andere Gebäudeseite.,kommen,5
1826,TL,UGV-1 : ich werde nochmal ein Foto machen und dir schicken. UGV-2 : können wir weiterfahren oder warten wir noch? UGV-1 : weitere Foto von grünen Fass mit grüner Flasche drauf wurde dir entsandt.,ja jetzt haben wir die Erkundung der rückwärtigen Seite in nördlicher Bereich,2
1827,UGV-1,UGV-2 : können wir weiterfahren oder warten wir noch? UGV-1 : weitere Foto von grünen Fass mit grüner Flasche drauf wurde dir entsandt. UGV-2 : ja UGV 2 ich dreh dann um und erkunde die andere Gebäudeseite.,welche rückwärtige Seite vom Fass?,3
1828,UGV-2,UGV-1 : weitere Foto von grünen Fass mit grüner Flasche drauf wurde dir entsandt. UGV-2 : ja UGV 2 ich dreh dann um und erkunde die andere Gebäudeseite. UGV-1 : welche rückwärtige Seite vom Fass?,Teamleader von UGV 2,4
1829,TL,UGV-1 : weitere Foto von grünen Fass mit grüner Flasche drauf wurde dir entsandt. UGV-2 : ja UGV 2 ich dreh dann um und erkunde die andere Gebäudeseite. UGV-1 : welche rückwärtige Seite vom Fass?,UGV 2 hört,5
1830,UGV-2,UGV-1 : weitere Foto von grünen Fass mit grüner Flasche drauf wurde dir entsandt. UGV-2 : ja UGV 2 ich dreh dann um und erkunde die andere Gebäudeseite. UGV-1 : welche rückwärtige Seite vom Fass?,ja von meiner jetztigen Position aus ist quasi aus der Halle raus kein Rauch und keine Gefahren zu erkennen,2
1831,UGV-2,UGV-1 : weitere Foto von grünen Fass mit grüner Flasche drauf wurde dir entsandt. UGV-2 : ja UGV 2 ich dreh dann um und erkunde die andere Gebäudeseite. UGV-1 : welche rückwärtige Seite vom Fass?,Frage anderer Auftrag?,3
1832,TL,UGV-2 : ja UGV 2 ich dreh dann um und erkunde die andere Gebäudeseite. TL : ja jetzt haben wir die Erkundung der rückwärtigen Seite in nördlicher Bereich. UGV-1 : welche rückwärtige Seite vom Fass?,mach mal ein Foto zur Orientierung für mich,2
1833,UGV-2,TL : ja jetzt haben wir die Erkundung der rückwärtigen Seite in nördlicher Bereich. UGV-2 : ja von meiner jetztigen Position aus ist quasi aus der Halle raus kein Rauch und keine Gefahren zu erkennen. TL : mach mal ein Foto zur Orientierung für mich.,hab ich schon,2
1834,UGV-2,TL : ja jetzt haben wir die Erkundung der rückwärtigen Seite in nördlicher Bereich. UGV-2 : ja von meiner jetztigen Position aus ist quasi aus der Halle raus kein Rauch und keine Gefahren zu erkennen. TL : mach mal ein Foto zur Orientierung für mich.,Teamleader von UGV 2,4
1835,TL,TL : ja jetzt haben wir die Erkundung der rückwärtigen Seite in nördlicher Bereich. UGV-2 : ja von meiner jetztigen Position aus ist quasi aus der Halle raus kein Rauch und keine Gefahren zu erkennen. TL : mach mal ein Foto zur Orientierung für mich.,UGV warten,6
1836,UGV-2,TL : ja jetzt haben wir die Erkundung der rückwärtigen Seite in nördlicher Bereich. UGV-2 : ja von meiner jetztigen Position aus ist quasi aus der Halle raus kein Rauch und keine Gefahren zu erkennen. TL : mach mal ein Foto zur Orientierung für mich.,Teamleader von UGV 2,4
1837,TL,UGV-1 : welche rückwärtige Seite vom Fass? UGV-2 : ja von meiner jetztigen Position aus ist quasi aus der Halle raus kein Rauch und keine Gefahren zu erkennen. TL : mach mal ein Foto zur Orientierung für mich.,warten,6
1838,TL,UGV-2 : ja von meiner jetztigen Position aus ist quasi aus der Halle raus kein Rauch und keine Gefahren zu erkennen. TL : mach mal ein Foto zur Orientierung für mich.,UGV 2 von Teamleader kommen,4
1839,UGV-2,UGV-2 : ja von meiner jetztigen Position aus ist quasi aus der Halle raus kein Rauch und keine Gefahren zu erkennen. TL : mach mal ein Foto zur Orientierung für mich.,UGV 2 hört,5
1840,UGV-1,UGV-2 : ja von meiner jetztigen Position aus ist quasi aus der Halle raus kein Rauch und keine Gefahren zu erkennen. TL : mach mal ein Foto zur Orientierung für mich.,Teamleader von UGV 1,4
1841,TL,TL : mach mal ein Foto zur Orientierung für mich.,Teamleader hört,5
1842,UGV-1,TL : mach mal ein Foto zur Orientierung für mich.,ja ich hab dir jetzt erneut das Foto geschickt,2
1843,UGV-1,UGV-1 : ja ich hab dir jetzt erneut das Foto geschickt.,ich konnte beide Rauchquellen identifizieren beides Nebelmaschinen,2
1844,UGV-1,UGV-1 : ja ich hab dir jetzt erneut das Foto geschickt. UGV-1 : ich konnte beide Rauchquellen identifizieren beides Nebelmaschinen.,hab dir jetzt ein Übersichtsfoto geschickt von einmal den blauen Kanister und dem grünen Fass mit der grünen Flasche drauf,2
1845,TL,UGV-1 : ja ich hab dir jetzt erneut das Foto geschickt. UGV-1 : ich konnte beide Rauchquellen identifizieren beides Nebelmaschinen. UGV-1 : hab dir jetzt ein Übersichtsfoto geschickt von einmal den blauen Kanister und dem grünen Fass mit der grünen Flasche drauf.,das ist verstanden,2
1846,UGV-1,UGV-1 : ja ich hab dir jetzt erneut das Foto geschickt. UGV-1 : ich konnte beide Rauchquellen identifizieren beides Nebelmaschinen. UGV-1 : hab dir jetzt ein Übersichtsfoto geschickt von einmal den blauen Kanister und dem grünen Fass mit der grünen Flasche drauf.,jetzt die Frage ob ich mich weiter fortbewegen soll,3
1847,UGV-1,UGV-1 : ja ich hab dir jetzt erneut das Foto geschickt. UGV-1 : ich konnte beide Rauchquellen identifizieren beides Nebelmaschinen. UGV-1 : hab dir jetzt ein Übersichtsfoto geschickt von einmal den blauen Kanister und dem grünen Fass mit der grünen Flasche drauf.,ich kann das Fass noch einmal umkreisen und gucken ob es eine Beschriftung drauf ist,2
1848,TL,UGV-1 : ja ich hab dir jetzt erneut das Foto geschickt. UGV-1 : ich konnte beide Rauchquellen identifizieren beides Nebelmaschinen. UGV-1 : hab dir jetzt ein Übersichtsfoto geschickt von einmal den blauen Kanister und dem grünen Fass mit der grünen Flasche drauf.,negativ,0
1849,TL,UGV-1 : ja ich hab dir jetzt erneut das Foto geschickt. UGV-1 : ich konnte beide Rauchquellen identifizieren beides Nebelmaschinen. UGV-1 : hab dir jetzt ein Übersichtsfoto geschickt von einmal den blauen Kanister und dem grünen Fass mit der grünen Flasche drauf.,UGV 1 UGV 2,4
1850,TL,UGV-1 : ja ich hab dir jetzt erneut das Foto geschickt. UGV-1 : ich konnte beide Rauchquellen identifizieren beides Nebelmaschinen. UGV-1 : hab dir jetzt ein Übersichtsfoto geschickt von einmal den blauen Kanister und dem grünen Fass mit der grünen Flasche drauf.,gab es Möglichkeiten eine Etage weiter nach oben zu kommen?,3
1851,UGV-2,UGV-1 : ja ich hab dir jetzt erneut das Foto geschickt. UGV-1 : ich kann das Fass noch einmal umkreisen und gucken ob es eine Beschriftung drauf ist. TL : gab es Möglichkeiten eine Etage weiter nach oben zu kommen?,ja UGV 2,7
1852,UGV-2,UGV-1 : ja ich hab dir jetzt erneut das Foto geschickt. UGV-1 : ich kann das Fass noch einmal umkreisen und gucken ob es eine Beschriftung drauf ist. TL : gab es Möglichkeiten eine Etage weiter nach oben zu kommen?,ich hab hier einen Treppenraum,2
1853,TL,UGV-1 : ich konnte beide Rauchquellen identifizieren beides Nebelmaschinen. UGV-1 : ich kann das Fass noch einmal umkreisen und gucken ob es eine Beschriftung drauf ist. TL : gab es Möglichkeiten eine Etage weiter nach oben zu kommen?,nach oben?,3
1854,UGV-2,UGV-1 : hab dir jetzt ein Übersichtsfoto geschickt von einmal den blauen Kanister und dem grünen Fass mit der grünen Flasche drauf. UGV-1 : jetzt die Frage ob ich mich weiter fortbewegen soll. TL : gab es Möglichkeiten eine Etage weiter nach oben zu kommen?,das ist korrekt,7
1855,TL,UGV-1 : jetzt die Frage ob ich mich weiter fortbewegen soll. UGV-1 : ich kann das Fass noch einmal umkreisen und gucken ob es eine Beschriftung drauf ist. TL : gab es Möglichkeiten eine Etage weiter nach oben zu kommen?,Möglichkeiten mit dem Bodenroboter da hochzufahren?,3
1856,UGV-2,UGV-1 : jetzt die Frage ob ich mich weiter fortbewegen soll. TL : gab es Möglichkeiten eine Etage weiter nach oben zu kommen? TL : Möglichkeiten mit dem Bodenroboter da hochzufahren?,ja ich kann das mal probieren,7
1857,TL,UGV-1 : ich kann das Fass noch einmal umkreisen und gucken ob es eine Beschriftung drauf ist. TL : gab es Möglichkeiten eine Etage weiter nach oben zu kommen? TL : Möglichkeiten mit dem Bodenroboter da hochzufahren?,dann Erkundung zweiter Obergeschoss,1
1858,UGV-1,TL : gab es Möglichkeiten eine Etage weiter nach oben zu kommen? TL : Möglichkeiten mit dem Bodenroboter da hochzufahren? TL : dann Erkundung zweiter Obergeschoss.,Teamleader von UGV 1,4
1859,UGV-1,TL : gab es Möglichkeiten eine Etage weiter nach oben zu kommen? TL : Möglichkeiten mit dem Bodenroboter da hochzufahren? TL : dann Erkundung zweiter Obergeschoss.,ich muss mich erst mal orientiere und gucken ob ich irgendwo hochkomme,2
1860,UGV-1,TL : gab es Möglichkeiten eine Etage weiter nach oben zu kommen? TL : dann Erkundung zweiter Obergeschoss. UGV-1 : ich muss mich erst mal orientiere und gucken ob ich irgendwo hochkomme.,zur Zeit hier bei den Fässern kann ich nicht hoch,2
1861,TL,TL : Möglichkeiten mit dem Bodenroboter da hochzufahren? TL : dann Erkundung zweiter Obergeschoss. UGV-1 : ich muss mich erst mal orientiere und gucken ob ich irgendwo hochkomme.,verstanden,2
1862,UGV-1,TL : Möglichkeiten mit dem Bodenroboter da hochzufahren? TL : dann Erkundung zweiter Obergeschoss. UGV-1 : ich muss mich erst mal orientiere und gucken ob ich irgendwo hochkomme.,UGV 1 Teamleader von UGV 1,4
1863,TL,TL : Möglichkeiten mit dem Bodenroboter da hochzufahren? TL : dann Erkundung zweiter Obergeschoss. UGV-1 : ich muss mich erst mal orientiere und gucken ob ich irgendwo hochkomme.,UGV 1 höre,5
1864,TL,TL : Möglichkeiten mit dem Bodenroboter da hochzufahren? TL : dann Erkundung zweiter Obergeschoss. UGV-1 : ich muss mich erst mal orientiere und gucken ob ich irgendwo hochkomme.,kommen,5
